ID,Lat,Lng,District,County,Fwy,Lanes,Type,Direction,ID2
1119865,33.035624,-117.280848,11,San Diego,I5-N,4,Mainline,N,6994
1125314,33.037208,-117.281927,11,San Diego,I5-N,4,Mainline,N,6995
1119871,33.044769,-117.285978,11,San Diego,I5-N,4,Mainline,N,6996
1122512,33.048098,-117.286976,11,San Diego,I5-N,4,Mainline,N,6997
1119879,33.055577,-117.289125,11,San Diego,I5-N,4,Mainline,N,6998
1108651,33.064668,-117.291997,11,San Diego,I5-N,4,Mainline,N,6999
1119890,33.073419,-117.294587,11,San Diego,I5-N,4,Mainline,N,7000
1108663,33.086077,-117.299048,11,San Diego,I5-N,4,Mainline,N,7001
1119903,33.09232,-117.303146,11,San Diego,I5-N,4,Mainline,N,7002
1108682,33.103602,-117.310425,11,San Diego,I5-N,4,Mainline,N,7003
1119921,33.115949,-117.31811,11,San Diego,I5-N,4,Mainline,N,7004
1108687,33.12394,-117.32296,11,San Diego,I5-N,4,Mainline,N,7005
1108659,33.136145,-117.330076,11,San Diego,I5-N,4,Mainline,N,7006
1119928,33.142807,-117.333209,11,San Diego,I5-N,4,Mainline,N,7007
1119934,33.155404,-117.338099,11,San Diego,I5-N,4,Mainline,N,7008
1119941,33.167741,-117.344387,11,San Diego,I5-N,4,Mainline,N,7009
1119947,33.173355,-117.348324,11,San Diego,I5-N,4,Mainline,N,7010
1115289,33.179859,-117.353416,11,San Diego,I5-N,6,Mainline,N,7011
1115304,33.191415,-117.363042,11,San Diego,I5-N,4,Mainline,N,7012
1115306,33.200816,-117.373244,11,San Diego,I5-N,4,Mainline,N,7013
1115314,33.203683,-117.381192,11,San Diego,I5-N,4,Mainline,N,7014
1115323,33.211043,-117.38743,11,San Diego,I5-N,4,Mainline,N,7015
1119960,33.224874,-117.393754,11,San Diego,I5-N,4,Mainline,N,7016
1119972,33.236554,-117.40592,11,San Diego,I5-N,4,Mainline,N,7017
1119984,33.246111,-117.417364,11,San Diego,I5-N,4,Mainline,N,7018
1119990,33.25805,-117.426272,11,San Diego,I5-N,4,Mainline,N,7019
1121692,33.281567,-117.449193,11,San Diego,I5-N,4,Mainline,N,7020
1121707,33.303917,-117.470642,11,San Diego,I5-N,4,Mainline,N,7021
1121715,33.336526,-117.503236,11,San Diego,I5-N,4,Mainline,N,7022
1121724,33.363,-117.540497,11,San Diego,I5-N,4,Mainline,N,7023
1121731,33.383518,-117.577735,11,San Diego,I5-N,4,Mainline,N,7024
1121737,33.393542,-117.591561,11,San Diego,I5-N,4,Mainline,N,7025
1114228,32.544296,-117.032738,11,San Diego,I5-S,6,Mainline,S,7026
1118326,32.551447,-117.045806,11,San Diego,I5-S,4,Mainline,S,7027
1118341,32.558188,-117.061806,11,San Diego,I5-S,4,Mainline,S,7028
1114721,32.561106,-117.067228,11,San Diego,I5-S,4,Mainline,S,7029
1118365,32.568952,-117.076731,11,San Diego,I5-S,4,Mainline,S,7030
1118372,32.576983,-117.083123,11,San Diego,I5-S,4,Mainline,S,7031
1118379,32.584267,-117.087224,11,San Diego,I5-S,4,Mainline,S,7032
1118695,32.59507,-117.088901,11,San Diego,I5-S,4,Mainline,S,7033
1123133,32.595115,-117.088642,11,San Diego,I5-S,4,Mainline,S,7034
1120356,32.613849,-117.091173,11,San Diego,I5-S,3,Mainline,S,7035
1118413,32.621946,-117.093171,11,San Diego,I5-S,4,Mainline,S,7036
1118428,32.630458,-117.096492,11,San Diego,I5-S,4,Mainline,S,7037
1118472,32.67696,-117.109463,11,San Diego,I5-S,4,Mainline,S,7038
1118442,32.639695,-117.100165,11,San Diego,I5-S,4,Mainline,S,7039
1122601,32.639722,-117.100176,11,San Diego,I5-S,5,Mainline,S,7040
1114240,32.658893,-117.107675,11,San Diego,I5-S,4,Mainline,S,7041
1118465,32.671761,-117.111234,11,San Diego,I5-S,4,Mainline,S,7042
1114254,32.686001,-117.113072,11,San Diego,I5-S,5,Mainline,S,7043
1118076,32.688779,-117.116159,11,San Diego,I5-S,4,Mainline,S,7044
1117755,32.694358,-117.129467,11,San Diego,I5-S,4,Mainline,S,7045
1114268,32.69574,-117.135196,11,San Diego,I5-S,5,Mainline,S,7046
1117774,32.7062,-117.147722,11,San Diego,I5-S,4,Mainline,S,7047
1117789,32.712581,-117.147751,11,San Diego,I5-S,4,Mainline,S,7048
1117810,32.718001,-117.147844,11,San Diego,I5-S,4,Mainline,S,7049
1117683,32.723795,-117.151061,11,San Diego,I5-S,6,Mainline,S,7050
1108417,32.723898,-117.156068,11,San Diego,I5-S,5,Mainline,S,7051
1117734,32.725281,-117.166084,11,San Diego,I5-S,4,Mainline,S,7052
1108605,32.731834,-117.171905,11,San Diego,I5-S,5,Mainline,S,7053
1118702,32.731858,-117.171925,11,San Diego,I5-S,4,Mainline,S,7054
1108609,32.741281,-117.180454,11,San Diego,I5-S,4,Mainline,S,7055
1117871,32.743425,-117.1848,11,San Diego,I5-S,5,Mainline,S,7056
1108615,32.746784,-117.191904,11,San Diego,I5-S,5,Mainline,S,7057
1117818,32.749919,-117.196234,11,San Diego,I5-S,5,Mainline,S,7058
1126426,32.768531,-117.206423,11,San Diego,I5-S,5,Mainline,S,7059
1114806,32.779286,-117.2086,11,San Diego,I5-S,5,Mainline,S,7060
1108711,32.788012,-117.207155,11,San Diego,I5-S,5,Mainline,S,7061
1108693,32.800051,-117.211487,11,San Diego,I5-S,4,Mainline,S,7062
1119307,32.807702,-117.216754,11,San Diego,I5-S,4,Mainline,S,7063
1118529,32.815542,-117.222956,11,San Diego,I5-S,5,Mainline,S,7064
1108667,32.836089,-117.234107,11,San Diego,I5-S,4,Mainline,S,7065
1119817,32.842472,-117.23661,11,San Diego,I5-S,4,Mainline,S,7066
1108669,32.848532,-117.235725,11,San Diego,I5-S,4,Mainline,S,7067
1108452,32.864527,-117.230028,11,San Diego,I5-S,4,Mainline,S,7068
1108498,32.87259,-117.229295,11,San Diego,I5-S,4,Mainline,S,7069
1122544,32.911761,-117.228812,11,San Diego,I5-S,6,Mainline,S,7070
1120754,32.91625,-117.232541,11,San Diego,I5-S,4,Mainline,S,7071
1122567,32.918817,-117.235742,11,San Diego,I5-S,4,Mainline,S,7072
1122560,32.918796,-117.235719,11,San Diego,I5-S,4,Mainline,S,7073
1122583,32.925907,-117.239661,11,San Diego,I5-S,5,Mainline,S,7074
1108434,32.930855,-117.241058,11,San Diego,I5-S,4,Mainline,S,7075
1119834,32.943442,-117.242594,11,San Diego,I5-S,4,Mainline,S,7076
1119528,32.952468,-117.244298,11,San Diego,I5-S,5,Mainline,S,7077
1119842,32.96573,-117.247857,11,San Diego,I5-S,5,Mainline,S,7078
1108468,32.979936,-117.253246,11,San Diego,I5-S,4,Mainline,S,7079
1108471,32.995868,-117.256708,11,San Diego,I5-S,4,Mainline,S,7080
1119653,33.005424,-117.259314,11,San Diego,I5-S,5,Mainline,S,7081
1108473,33.010653,-117.26524,11,San Diego,I5-S,4,Mainline,S,7082
1119666,33.017512,-117.272059,11,San Diego,I5-S,4,Mainline,S,7083
1108475,33.02625,-117.274915,11,San Diego,I5-S,4,Mainline,S,7084
1108477,33.036347,-117.281649,11,San Diego,I5-S,4,Mainline,S,7085
1108479,33.048438,-117.287351,11,San Diego,I5-S,4,Mainline,S,7086
1119877,33.055523,-117.289401,11,San Diego,I5-S,4,Mainline,S,7087
1108723,33.064772,-117.292309,11,San Diego,I5-S,4,Mainline,S,7088
1119897,33.073371,-117.294873,11,San Diego,I5-S,4,Mainline,S,7089
1108725,33.080188,-117.296877,11,San Diego,I5-S,4,Mainline,S,7090
1119909,33.092248,-117.303383,11,San Diego,I5-S,4,Mainline,S,7091
1108680,33.101626,-117.309439,11,San Diego,I5-S,4,Mainline,S,7092
1119915,33.112683,-117.316473,11,San Diego,I5-S,4,Mainline,S,7093
1108685,33.122973,-117.322702,11,San Diego,I5-S,4,Mainline,S,7094
1108661,33.134215,-117.329382,11,San Diego,I5-S,4,Mainline,S,7095
1108560,33.151704,-117.336331,11,San Diego,I5-S,4,Mainline,S,7096
1108657,33.162818,-117.342266,11,San Diego,I5-S,4,Mainline,S,7097
1108463,33.17092,-117.346811,11,San Diego,I5-S,4,Mainline,S,7098
1108461,33.179734,-117.353651,11,San Diego,I5-S,4,Mainline,S,7099
1108459,33.191277,-117.363281,11,San Diego,I5-S,4,Mainline,S,7100
1108672,33.200618,-117.373434,11,San Diego,I5-S,4,Mainline,S,7101
1115348,33.203488,-117.381365,11,San Diego,I5-S,4,Mainline,S,7102
1122257,33.210909,-117.387715,11,San Diego,I5-S,4,Mainline,S,7103
1119954,33.218567,-117.391109,11,San Diego,I5-S,4,Mainline,S,7104
1119966,33.230196,-117.400904,11,San Diego,I5-S,4,Mainline,S,7105
1119978,33.240152,-117.413376,11,San Diego,I5-S,4,Mainline,S,7106
1119997,33.257953,-117.426547,11,San Diego,I5-S,4,Mainline,S,7107
1121702,33.28144,-117.449446,11,San Diego,I5-S,4,Mainline,S,7108
1121712,33.303834,-117.470867,11,San Diego,I5-S,4,Mainline,S,7109
1121722,33.336536,-117.503249,11,San Diego,I5-S,4,Mainline,S,7110
1121734,33.383349,-117.578043,11,San Diego,I5-S,4,Mainline,S,7111
1111514,32.759905,-117.198791,11,San Diego,I8-E,2,Mainline,E,7112
1108728,32.756842,-117.223737,11,San Diego,I8-E,2,Mainline,E,7113
1114540,32.758771,-117.210396,11,San Diego,I8-E,4,Mainline,E,7114
1113486,32.75974,-117.199699,11,San Diego,I8-E,2,Mainline,E,7115
1115356,32.760503,-117.195181,11,San Diego,I8-E,5,Mainline,E,7116
1115413,32.759721,-117.188602,11,San Diego,I8-E,5,Mainline,E,7117
1115432,32.759211,-117.179602,11,San Diego,I8-E,4,Mainline,E,7118
1115438,32.760171,-117.170959,11,San Diego,I8-E,4,Mainline,E,7119
1111551,32.761944,-117.164553,11,San Diego,I8-E,4,Mainline,E,7120
1115420,32.76311,-117.162041,11,San Diego,I8-E,4,Mainline,E,7121
1115426,32.764658,-117.156329,11,San Diego,I8-E,4,Mainline,E,7122
1111566,32.765477,-117.153086,11,San Diego,I8-E,5,Mainline,E,7123
1115444,32.767848,-117.1448,11,San Diego,I8-E,5,Mainline,E,7124
1116783,32.770269,-117.137788,11,San Diego,I8-E,4,Mainline,E,7125
1111565,32.772891,-117.128096,11,San Diego,I8-E,4,Mainline,E,7126
1111549,32.774983,-117.124175,11,San Diego,I8-E,6,Mainline,E,7127
1115450,32.778557,-117.109532,11,San Diego,I8-E,4,Mainline,E,7128
1108366,32.778944,-117.101735,11,San Diego,I8-E,4,Mainline,E,7129
1118752,32.773562,-117.031003,11,San Diego,I8-E,5,Mainline,E,7130
1111564,32.777453,-117.056127,11,San Diego,I8-E,5,Mainline,E,7131
1114573,32.779817,-117.079742,11,San Diego,I8-E,5,Mainline,E,7132
1111535,32.778355,-117.001957,11,San Diego,I8-E,4,Mainline,E,7133
1111534,32.773859,-117.013732,11,San Diego,I8-E,4,Mainline,E,7134
1115463,32.778941,-116.990052,11,San Diego,I8-E,6,Mainline,E,7135
1111530,32.801971,-116.972858,11,San Diego,I8-E,5,Mainline,E,7136
1111532,32.779621,-116.983478,11,San Diego,I8-E,4,Mainline,E,7137
1111531,32.79398,-116.977186,11,San Diego,I8-E,4,Mainline,E,7138
1122637,32.803159,-116.95746,11,San Diego,I8-E,3,Mainline,E,7139
1122636,32.802954,-116.957448,11,San Diego,I8-E,3,Mainline,E,7140
1122645,32.802955,-116.943342,11,San Diego,I8-E,3,Mainline,E,7141
1122646,32.803158,-116.943342,11,San Diego,I8-E,3,Mainline,E,7142
1115620,32.815497,-116.914192,11,San Diego,I8-E,2,Mainline,E,7143
1115477,32.815375,-116.913932,11,San Diego,I8-E,2,Mainline,E,7144
1116593,32.819668,-116.910225,11,San Diego,I8-E,2,Mainline,E,7145
1116594,32.819741,-116.910514,11,San Diego,I8-E,2,Mainline,E,7146
1115624,32.829499,-116.899603,11,San Diego,I8-E,2,Mainline,E,7147
1115486,32.829342,-116.899444,11,San Diego,I8-E,2,Mainline,E,7148
1115490,32.839494,-116.888214,11,San Diego,I8-E,2,Mainline,E,7149
1115628,32.839643,-116.888393,11,San Diego,I8-E,2,Mainline,E,7150
1114546,32.759094,-117.210321,11,San Diego,I8-W,4,Mainline,W,7151
1116574,32.759919,-117.199637,11,San Diego,I8-W,2,Mainline,W,7152
1115528,32.760688,-117.195193,11,San Diego,I8-W,5,Mainline,W,7153
1115517,32.75994,-117.188706,11,San Diego,I8-W,5,Mainline,W,7154
1115555,32.759396,-117.178868,11,San Diego,I8-W,5,Mainline,W,7155
1115565,32.760399,-117.170717,11,San Diego,I8-W,5,Mainline,W,7156
1111552,32.762079,-117.164639,11,San Diego,I8-W,4,Mainline,W,7157
1116165,32.763216,-117.162209,11,San Diego,I8-W,3,Mainline,W,7158
1115548,32.764805,-117.156607,11,San Diego,I8-W,4,Mainline,W,7159
1111540,32.765611,-117.153352,11,San Diego,I8-W,5,Mainline,W,7160
1115572,32.768025,-117.145039,11,San Diego,I8-W,5,Mainline,W,7161
1111541,32.77049,-117.137833,11,San Diego,I8-W,4,Mainline,W,7162
1115578,32.773122,-117.128233,11,San Diego,I8-W,4,Mainline,W,7163
1111550,32.775258,-117.124378,11,San Diego,I8-W,6,Mainline,W,7164
1122623,32.777003,-117.121375,11,San Diego,I8-W,6,Mainline,W,7165
1115584,32.778744,-117.10951,11,San Diego,I8-W,4,Mainline,W,7166
1115592,32.7793,-117.100823,11,San Diego,I8-W,6,Mainline,W,7167
1115600,32.780251,-117.095003,11,San Diego,I8-W,6,Mainline,W,7168
1127052,32.780008,-117.094988,11,San Diego,I8-W,6,Mainline,W,7169
1118760,32.778313,-117.059444,11,San Diego,I8-W,5,Mainline,W,7170
1108333,32.777651,-117.056226,11,San Diego,I8-W,2,Mainline,W,7171
1127026,32.774956,-117.010577,11,San Diego,I8-W,5,Mainline,W,7172
1118767,32.775159,-117.010686,11,San Diego,I8-W,4,Mainline,W,7173
1108341,32.778547,-117.002027,11,San Diego,I8-W,4,Mainline,W,7174
1108343,32.771107,-117.023752,11,San Diego,I8-W,4,Mainline,W,7175
1108345,32.774158,-117.013463,11,San Diego,I8-W,5,Mainline,W,7176
1108423,32.77719,-117.005007,11,San Diego,I8-W,4,Mainline,W,7177
1108347,32.778899,-117.001223,11,San Diego,I8-W,4,Mainline,W,7178
1115608,32.779188,-116.989808,11,San Diego,I8-W,6,Mainline,W,7179
1108385,32.802066,-116.973297,11,San Diego,I8-W,4,Mainline,W,7180
1108351,32.779945,-116.983405,11,San Diego,I8-W,4,Mainline,W,7181
1108356,32.803161,-116.951206,11,San Diego,I8-W,3,Mainline,W,7182
1111561,32.802945,-116.951191,11,San Diego,I8-W,3,Mainline,W,7183
1108387,32.803133,-116.964952,11,San Diego,I8-W,3,Mainline,W,7184
1108353,32.793962,-116.97744,11,San Diego,I8-W,4,Mainline,W,7185
1111563,32.80296,-116.936227,11,San Diego,I8-W,3,Mainline,W,7186
1108358,32.803169,-116.936214,11,San Diego,I8-W,2,Mainline,W,7187
1115612,32.80321,-116.927288,11,San Diego,I8-W,2,Mainline,W,7188
1115537,32.802942,-116.927363,11,San Diego,I8-W,3,Mainline,W,7189
1115616,32.805455,-116.921611,11,San Diego,I8-W,2,Mainline,W,7190
1115541,32.805288,-116.921513,11,San Diego,I8-W,3,Mainline,W,7191
1111569,32.829874,-116.89872,11,San Diego,I8-W,2,Mainline,W,7192
1108389,32.810302,-116.918188,11,San Diego,I8-W,2,Mainline,W,7193
1108419,32.82544,-116.905031,11,San Diego,I8-W,2,Mainline,W,7194
1111575,32.825277,-116.904782,11,San Diego,I8-W,2,Mainline,W,7195
1113364,32.844556,-116.880704,11,San Diego,I8-W,2,Mainline,W,7196
1108421,32.84483,-116.880828,11,San Diego,I8-W,2,Mainline,W,7197
1126484,32.563648,-116.949472,11,San Diego,SR11-E,2,Mainline,E,7198
1126497,32.564398,-116.949606,11,San Diego,SR11-W,2,Mainline,W,7199
1126505,32.564077,-116.942823,11,San Diego,SR11-W,2,Mainline,W,7200
1126517,32.564034,-116.938179,11,San Diego,SR11-W,2,Mainline,W,7201
1119689,32.701162,-117.120639,11,San Diego,I15-N,4,Mainline,N,7202
1119694,32.705882,-117.120433,11,San Diego,I15-N,3,Mainline,N,7203
1119808,32.723273,-117.115525,11,San Diego,I15-N,3,Mainline,N,7204
1118886,32.723255,-117.115308,11,San Diego,I15-N,3,Mainline,N,7205
1123114,32.74312,-117.111361,11,San Diego,I15-N,5,Mainline,N,7206
1118923,32.743033,-117.110934,11,San Diego,I15-N,5,Mainline,N,7207
1108747,32.749887,-117.10858,11,San Diego,I15-N,5,Mainline,N,7208
1108749,32.755505,-117.108629,11,San Diego,I15-N,4,Mainline,N,7209
1108751,32.763381,-117.109091,11,San Diego,I15-N,4,Mainline,N,7210
1119715,32.765981,-117.110045,11,San Diego,I15-N,5,Mainline,N,7211
1117890,32.786224,-117.114171,11,San Diego,I15-N,4,Mainline,N,7212
1108676,32.780507,-117.112857,11,San Diego,I15-N,4,Mainline,N,7213
1108528,32.790215,-117.112989,11,San Diego,I15-N,4,Mainline,N,7214
1114044,32.79893,-117.112299,11,San Diego,I15-N,5,Mainline,N,7215
1115649,32.803162,-117.112748,11,San Diego,I15-N,5,Mainline,N,7216
1108655,32.809942,-117.113787,11,San Diego,I15-N,4,Mainline,N,7217
1115656,32.814701,-117.114537,11,San Diego,I15-N,5,Mainline,N,7218
1108531,32.82201,-117.116084,11,San Diego,I15-N,4,Mainline,N,7219
1115663,32.8276,-117.117266,11,San Diego,I15-N,5,Mainline,N,7220
1108534,32.833224,-117.118598,11,San Diego,I15-N,4,Mainline,N,7221
1115672,32.842596,-117.119997,11,San Diego,I15-N,4,Mainline,N,7222
1115713,32.848411,-117.116636,11,San Diego,I15-N,5,Mainline,N,7223
1120611,32.862995,-117.110269,11,San Diego,I15-N,8,Mainline,N,7224
1115721,32.868194,-117.107817,11,San Diego,I15-N,7,Mainline,N,7225
1117909,32.874869,-117.10687,11,San Diego,I15-N,6,Mainline,N,7226
1108536,32.87967,-117.107922,11,San Diego,I15-N,6,Mainline,N,7227
1122469,32.887474,-117.112061,11,San Diego,I15-N,7,Mainline,N,7228
1120167,32.893038,-117.114823,11,San Diego,I15-N,6,Mainline,N,7229
1108439,32.903468,-117.116195,11,San Diego,I15-N,6,Mainline,N,7230
1115739,32.908922,-117.116195,11,San Diego,I15-N,6,Mainline,N,7231
1108415,32.917072,-117.115831,11,San Diego,I15-N,5,Mainline,N,7232
1115749,32.925766,-117.114149,11,San Diego,I15-N,6,Mainline,N,7233
1108717,32.93588,-117.111337,11,San Diego,I15-N,5,Mainline,N,7234
1108585,32.947622,-117.106116,11,San Diego,I15-N,5,Mainline,N,7235
1122487,32.952937,-117.102548,11,San Diego,I15-N,5,Mainline,N,7236
1113985,32.964306,-117.095374,11,San Diego,I15-N,5,Mainline,N,7237
1123003,32.972191,-117.090848,11,San Diego,I15-N,6,Mainline,N,7238
1123002,32.972061,-117.090496,11,San Diego,I15-N,7,Mainline,N,7239
1108590,32.978838,-117.086204,11,San Diego,I15-N,5,Mainline,N,7240
1123029,32.985041,-117.082852,11,San Diego,I15-N,6,Mainline,N,7241
1123031,32.985192,-117.083216,11,San Diego,I15-N,6,Mainline,N,7242
1108592,32.999461,-117.082451,11,San Diego,I15-N,5,Mainline,N,7243
1120994,33.004858,-117.080707,11,San Diego,I15-N,6,Mainline,N,7244
1121001,33.004968,-117.081057,11,San Diego,I15-N,6,Mainline,N,7245
1108597,33.013247,-117.079485,11,San Diego,I15-N,5,Mainline,N,7246
1121037,33.017302,-117.079039,11,San Diego,I15-N,6,Mainline,N,7247
1121038,33.017337,-117.079473,11,San Diego,I15-N,5,Mainline,N,7248
1108595,33.024581,-117.078628,11,San Diego,I15-N,5,Mainline,N,7249
1121105,33.041744,-117.074397,11,San Diego,I15-N,5,Mainline,N,7250
1121099,33.041631,-117.074011,11,San Diego,I15-N,6,Mainline,N,7251
1108562,33.055354,-117.071497,11,San Diego,I15-N,5,Mainline,N,7252
1108767,33.067915,-117.069049,11,San Diego,I15-N,4,Mainline,N,7253
1125872,33.086753,-117.076377,11,San Diego,I15-N,5,Mainline,N,7254
1108769,33.092857,-117.082787,11,San Diego,I15-N,5,Mainline,N,7255
1125886,33.100535,-117.090041,11,San Diego,I15-N,5,Mainline,N,7256
1108771,33.109772,-117.095518,11,San Diego,I15-N,5,Mainline,N,7257
1108773,33.116398,-117.099391,11,San Diego,I15-N,6,Mainline,N,7258
1119736,33.125282,-117.104135,11,San Diego,I15-N,4,Mainline,N,7259
1119743,33.142901,-117.104509,11,San Diego,I15-N,4,Mainline,N,7260
1119749,33.15709,-117.104039,11,San Diego,I15-N,4,Mainline,N,7261
1119762,33.166377,-117.10773,11,San Diego,I15-N,4,Mainline,N,7262
1126812,33.166231,-117.10807,11,San Diego,I15-N,4,Mainline,N,7263
1119774,33.178414,-117.114712,11,San Diego,I15-N,4,Mainline,N,7264
1119780,33.192903,-117.122965,11,San Diego,I15-N,4,Mainline,N,7265
1121751,33.317188,-117.153998,11,San Diego,I15-N,4,Mainline,N,7266
1127045,33.332408,-117.157839,11,San Diego,I15-N,4,Mainline,N,7267
1121757,33.357444,-117.158725,11,San Diego,I15-N,4,Mainline,N,7268
1126722,33.357354,-117.159131,11,San Diego,I15-N,4,Mainline,N,7269
1121763,33.406738,-117.164546,11,San Diego,I15-N,4,Mainline,N,7270
1119683,32.701146,-117.120937,11,San Diego,I15-S,2,Mainline,S,7271
1122942,32.716837,-117.117751,11,San Diego,I15-S,3,Mainline,S,7272
1117920,32.715149,-117.117869,11,San Diego,I15-S,2,Mainline,S,7273
1123165,32.733487,-117.111847,11,San Diego,I15-S,3,Mainline,S,7274
1118900,32.733539,-117.11215,11,San Diego,I15-S,3,Mainline,S,7275
1108753,32.748042,-117.109034,11,San Diego,I15-S,4,Mainline,S,7276
1108755,32.754476,-117.108977,11,San Diego,I15-S,5,Mainline,S,7277
1108757,32.761617,-117.109257,11,San Diego,I15-S,5,Mainline,S,7278
1119707,32.765834,-117.110379,11,San Diego,I15-S,5,Mainline,S,7279
1115763,32.786062,-117.114472,11,San Diego,I15-S,4,Mainline,S,7280
1117931,32.786249,-117.114457,11,San Diego,I15-S,6,Mainline,S,7281
1108715,32.800345,-117.112825,11,San Diego,I15-S,5,Mainline,S,7282
1115771,32.803081,-117.113175,11,San Diego,I15-S,5,Mainline,S,7283
1108465,32.809906,-117.114188,11,San Diego,I15-S,4,Mainline,S,7284
1115779,32.814606,-117.114981,11,San Diego,I15-S,5,Mainline,S,7285
1108523,32.822271,-117.116575,11,San Diego,I15-S,4,Mainline,S,7286
1115787,32.827529,-117.117732,11,San Diego,I15-S,5,Mainline,S,7287
